,Name,Lat,Lon,Numer_of_Guests,Price_per_night,Accommodation_Type,Star,labels,price_group,location
591,"LRL Maison d'hôtes & Spa, 2 suites up to 15",48.82507,2.32976,15,1300,Entire Place,5,9,5,48.82507 2.32976
592,Exclusive Flat - Opera -6 rooms - Service included,48.875,2.331,12,1500,Hotel Rooms,5,7,5,48.875 2.331
595,Big house Champs Elysées,48.87459,2.28726,10,1350,Entire Place,5,18,5,48.87459 2.28726
596,The most romantic view of the Tour Eiffel (170sqm),48.859,2.288,6,750,Entire Place,5,18,5,48.859 2.288
597,PARIS ROYAL PALACE APT??CHAMPS-ELYSEES ??4 Bd*8/10,48.88264,2.30252,12,1500,Entire Place,4.5,0,5,48.88264 2.30252
598,Luxurious apartment 12P/4BR - Malesherbes,48.87758,2.31582,12,928,Entire Place,4,7,5,48.87758 2.31582
599,Luxury 4 beds/bathrooms Apartment at Opera with AC,48.87325,2.34033,10,690,Entire Place,5,2,5,48.87325 2.34033
601,THE BEST VIEW OF PARIS!!! 360° View Penthouse 8eme,48.86742,2.30047,3,1150,Entire Place,5,18,5,48.86742 2.30047
602,PARIS DU LUXE  Centre du Marais,48.856,2.3598,5,750,Entire Place,5,1,5,48.856 2.3598
603,Exquisite Apartment on Jewel of an Island in Heart of Paris,48.857,2.342,2,690,Entire Place,5,15,5,48.857 2.342
604,High standing 4br - 2nd Floor with AC-3 balconies,48.86464,2.35876,10,642,Entire Place,5,1,5,48.86464 2.35876
605,Incredible Luxurious Duplex 100m²-EMILY IN PARIS !,48.86239,2.33884,4,714,Entire Place,5,2,5,48.86239 2.33884
607,"Gorgeous, sunny St Germain featured in AD Spain",48.851,2.337,6,750,Entire Place,5,15,5,48.851 2.337
609,"Paris, superbe appartement haut de gamme",48.87086,2.31852,6,1100,Entire Place,5,7,5,48.87086 2.31852
610,Louvre Palais Royal Luxury Three Bedroom Duplex,48.865,2.337,8,799,Entire Place,5,2,5,48.865 2.337
611,The Library Wall,48.88116,2.33328,2,674,Entire Place,5,7,5,48.88116 2.33328
612,Appartement de prestige à deux pas du Louvre,48.8642,2.34283,6,772,Entire Place,5,2,5,48.8642 2.34283
613,Sophisticated Home close to the Museums,48.85197,2.31508,2,659,Entire Place,5,9,5,48.85197 2.31508
614,LivinParis | Luxury 3 Bedrooms Le Louvre II,48.86497,2.33631,8,652,Entire Place,5,2,5,48.86497 2.33631
616,A - Champs Elysées Avenue Montaigne,48.86868,2.30239,7,1350,Entire Place,4.5,18,5,48.86868 2.30239
618,40 - Urban Pretty Flat in Montorgueil,48.86904,2.35302,10,1879,Entire Place,4.5,2,5,48.86904 2.35302
621,Fantastic apartment for 8 people with AC,48.87258,2.34016,8,748,Entire Place,4.5,2,5,48.87258 2.34016
623,Edgar Suites Louvre - Saint-Honoré,48.86376,2.34233,7,686,Entire Place,5,2,5,48.86376 2.34233
625,Superb 1BED apartment in the heart of Paris featuring elegant interior,48.858,2.347,4,775,Entire Place,4.5,2,5,48.858 2.347
626,Prestigious home overlooking Palais-Royal Garden,48.86345,2.33697,4,799,Entire Place,5,2,5,48.86345 2.33697
627,Regal Penthouse with Terrace Beautiful Place Dauphine,48.857,2.342,2,739,Entire Place,5,15,5,48.857 2.342
629,Superb appartement - 10P/ 5BR - Champs Elysées,48.871,2.306,10,838,Entire Place,4.5,18,5,48.871 2.306
632,Luxury Parisian Design Flat 120m² 3BR/8P Le Marais,48.868,2.36,8,721,Entire Place,5,1,5,48.868 2.36
633,"Stunning Marais View, Luxury 3 Beds 3.5 Baths w AC",48.86363,2.35954,6,850,Entire Place,5,1,5,48.86363 2.35954
634,Edgar Suites - Fantastic 4 bedroom - Marais,48.86681,2.35849,8,771,Entire Place,5,1,5,48.86681 2.35849
636,Edgar Suites Notre-Dame - Lagrange,48.85015,2.34714,10,886,Entire Place,5,15,5,48.85015 2.34714
637,Soak up Historic Charm with a Luxe Contemporary Touch,48.857,2.342,4,957,Entire Place,5,15,5,48.857 2.342
638,A Fantastic 4BR/4BA in Saint Germain,48.85035,2.34017,10,922,Entire Place,4.5,15,5,48.85035 2.34017
639,Unique Luxury 2BDR 2BTR in St Germain-des-Prés,48.853,2.336,7,830,Entire Place,5,15,5,48.853 2.336
640,PARIS AMAZING APT??240 m2 CHAMPS ELYSEES 6/12 4b??,48.87921,2.2654,12,1600,Entire Place,5,8,5,48.87921 2.2654
642,Stunning 2BED near Champs-Elysées with contemporary and elegant design,48.873,2.31,6,1040,Entire Place,4.5,18,5,48.873 2.31
643,Overlooking the Seine on Ile de la Cité,48.85412,2.34995,4,816,Entire Place,5,15,5,48.85412 2.34995
644,Apartment with panoramic view on Paris,48.884,2.334,4,663,Private Rooms,4.5,7,5,48.884 2.334
646,Sweet Inn | Glamorous Apt. by the Champs-Elysées,48.872,2.307,9,690,Entire Place,4,18,5,48.872 2.307
647,My Showroom,48.86814,2.35968,10,928,Entire Place,5,1,5,48.86814 2.35968
648,Paris Montmartre Sacré Coeur House with big Garden,48.88582,2.34694,8,1357,Entire Place,5,12,5,48.88582 2.34694
649,Luxury for Lovebirds on Ile de la Cité,48.857,2.342,2,680,Entire Place,5,15,5,48.857 2.342
651,Champs Elysées - Golden triangle - 5 bdr - Lift,48.87176,2.30281,10,881,Entire Place,5,18,5,48.87176 2.30281
654,À la Mode Retreat by the Seine,48.85388,2.34102,3,644,Entire Place,5,15,5,48.85388 2.34102
655,A Glorious 4-BR/4BA Duplex w/ Terrace in St Lazare-Opera,48.87428,2.3265,10,798,Entire Place,5,7,5,48.87428 2.3265
656,Maison 150 m² très proche Paris. Quartier calme.,48.90252,2.24184,8,1500,Entire Place,4.5,8,5,48.90252 2.24184
658,Luxury 4 bedrooms - 3 bathrooms historical Paris,48.86469,2.35981,10,688,Entire Place,5,1,5,48.86469 2.35981
660,133 - Urban Amazing brand new apartment in Montorgueil,48.86779,2.35154,15,2409,Entire Place,4.5,2,5,48.86779 2.35154
661,Dégâts des eau important impossibilité de louer,48.90714,2.33358,2,2000,Entire Place,4.5,12,5,48.90714 2.33358
662,GuestReady - Gorgeous Clementine Family Flat in Le Marais,48.85775,2.34871,8,708,Entire Place,5,2,5,48.85775 2.34871
664,Champs Elysées/Faubourg St Honoré Amazing 3 Bdrm,48.86844,2.3194,6,700,Entire Place,4.5,7,5,48.86844 2.3194
666,Luxurious Apt - Champs Elysees,48.86977,2.31038,6,1290,Entire Place,5,18,5,48.86977 2.31038
667,Appartement élégant design Jardin du Luxembourg,48.845,2.332,5,800,Entire Place,5,15,5,48.845 2.332
669,B3 · B3 · B3 · B3 · B3 · B3 · B3 · B3 · B3 · B3 · Sublime Apartment 175 m² at Saint Germain Des Prés,48.8491,2.32888,8,1174,Entire Place,5,15,5,48.8491 2.32888
670,Sweet Inn | Incredible Apt. by The Champs-Elysées,48.872,2.307,8,872,Entire Place,4.5,18,5,48.872 2.307
671,Radiant Flat Has Picturesque Views of Famous Place Dauphine,48.857,2.342,2,680,Entire Place,5,15,5,48.857 2.342
673,"Apartment Gustave, Le Marais,",48.861,2.365,6,661,Entire Place,4.5,1,5,48.861 2.365
674,Sweet Inn | Spacious Apt. near the Arc de Triomphe,48.869,2.302,6,788,Entire Place,5,18,5,48.869 2.302
675,Edgar Suites Louvre - Richelieu,48.867,2.338,8,836,Entire Place,5,2,5,48.867 2.338
676,LivinParis | Luxury 4 Bedrooms Le Louvre,48.86836,2.34844,10,632,Entire Place,5,2,5,48.86836 2.34844
677,Paris : Appartement 200m2 sur les Champs Élysées,48.87012,2.30975,6,1010,Entire Place,5,18,5,48.87012 2.30975
678,Magnificent Loft Apartment in the Latin Quarter,48.83639,2.34794,6,800,Entire Place,5,15,5,48.83639 2.34794
679,Magnifique Appartement dans le Marais. 2 chambres.,48.86411,2.36535,4,950,Entire Place,5,1,5,48.86411 2.36535
680,Beautiful 3 bedrooms apartment St-Germain-des-Pres,48.85013,2.3278,6,750,Entire Place,5,15,5,48.85013 2.3278
681,Appartement spacieux et lumineux à Montorgueil,48.867,2.352,8,659,Entire Place,4.5,2,5,48.867 2.352
682,My Veranda,48.86878,2.36144,10,835,Entire Place,5,1,5,48.86878 2.36144
683,[110m²] The Good Place,48.85954,2.36865,8,800,Entire Place,4.5,1,5,48.85954 2.36865
684,Victor Hugo's Paris,48.84386,2.33139,8,796,Entire Place,4.5,15,5,48.84386 2.33139
685,Edgar Suites Saint-Lazare - Amsterdam 1,48.87811,2.32576,7,634,Entire Place,5,7,5,48.87811 2.32576
686,"Luxury large apt in Le Marais - 4 bedrooms, 160M2",48.861,2.363,8,829,Entire Place,5,1,5,48.861 2.363
688,"Martin's Door, 5BR/3BA, 10 people",48.86845,2.35628,10,797,Entire Place,4.5,2,5,48.86845 2.35628
691,Bel appartement Georges V / Champs-Élysées,48.86914,2.30253,6,950,Entire Place,5,18,5,48.86914 2.30253
692,HORIZON HOUSE- Triumphal Arch-Terrace-AirC (120m2),48.87875,2.29188,8,676,Entire Place,5,18,5,48.87875 2.29188
693,Amazing Appartement 14P - Pigalle/ Blanche,48.881,2.334,14,779,Entire Place,5,7,5,48.881 2.334
694,Sweet Inn | Spacious 3BR in Le Marais,48.864,2.365,8,865,Entire Place,4.5,1,5,48.864 2.365
696,"Sparis, 4 BR / 3 BA, 8 people, 2 315 sq ft",48.86,2.356,8,754,Entire Place,4.5,1,5,48.86 2.356
697,Sweet Inn | Charming Apt. near the Place Vendôme,48.868,2.325,8,767,Entire Place,4.5,7,5,48.868 2.325
700,Le Latin,48.85468,2.34262,8,644,Entire Place,5,15,5,48.85468 2.34262
701,Touch the Eiffel Tower!  L 110sqm cooling unit+fan,48.85338,2.2906,6,664,Entire Place,5,3,5,48.85338 2.2906
703,Luxurious 200m2 apartment in the Star,48.873,2.292,6,900,Entire Place,5,18,5,48.873 2.292
705,Mid-Century Architecture House in Paris,48.85645,2.37786,8,960,Entire Place,5,19,5,48.85645 2.37786
708,Natural Heights in the 6th,48.85481,2.34056,4,741,Entire Place,5,15,5,48.85481 2.34056
710,10' EIFFEL TOWER !,48.846,2.288,2,2000,Entire Place,5,3,5,48.846 2.288
